transaction_id,user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
TXN04517,U04517,24,Other,6.28,5.54,0.21,1.39,5.5,195,65,7.86,Medium,No,Severe,1
TXN04518,U04518,25,Male,7.19,2.84,2.54,5.54,5.84,25,68,9.26,Medium,Yes,Mild,0
TXN04519,U04519,20,Male,8.58,1.93,3.21,5.74,7.9,146,61,9.13,Medium,No,Severe,1
TXN04520,U04520,23,Male,3.91,4.96,3.75,4.55,8.58,219,156,6.51,Medium,No,Moderate,1
TXN04521,U04521,30,Male,10.41,3.78,3.19,0.58,8.85,228,68,12.73,Low,No,Moderate,1
TXN04522,U04522,35,Other,7.53,4.8,2.31,5.78,7.11,223,151,9.62,High,No,Severe,1
TXN04523,U04523,34,Male,3.13,0.67,2.53,2.37,7.96,247,61,4.96,Medium,No,None,0
TXN04524,U04524,28,Female,4.57,1.66,3.98,1.07,5.65,215,39,6.15,Low,No,None,0
TXN04525,U04525,23,Male,7.47,1.93,0.56,0.66,8.44,188,178,10.11,Low,Yes,Moderate,1
TXN04526,U04526,32,Female,8.13,5.98,2.41,2.94,7.8,151,36,8.75,Medium,No,Moderate,1
TXN04527,U04527,18,Female,9.67,5.25,0.68,5.03,7.0,134,148,10.88,Low,No,Moderate,1
TXN04528,U04528,33,Female,11.71,1.93,2.72,5.23,8.58,152,133,13.43,High,No,Moderate,1
TXN04529,U04529,30,Other,8.49,5.07,0.54,1.13,7.41,136,176,10.91,Low,Yes,Severe,1
TXN04530,U04530,34,Other,5.54,0.58,2.8,5.16,7.6,78,17,7.99,High,No,Mild,0
TXN04531,U04531,21,Female,5.74,5.47,2.62,4.96,5.34,247,143,6.99,Medium,No,Severe,1
TXN04532,U04532,26,Male,3.92,2.35,3.11,2.04,6.34,116,127,5.81,Medium,Yes,Mild,0
TXN04533,U04533,30,Male,5.67,2.68,2.61,4.38,4.92,123,147,7.09,Medium,Yes,Mild,0
TXN04534,U04534,33,Female,4.06,3.37,1.2,3.51,5.92,183,78,5.24,High,Yes,None,0
TXN04535,U04535,20,Female,3.09,5.19,0.11,4.12,8.12,162,148,4.1,Low,No,Moderate,1
TXN04536,U04536,20,Other,3.48,0.99,0.52,4.94,7.41,227,93,5.15,High,Yes,Mild,0
TXN04537,U04537,33,Female,8.12,1.03,2.35,4.96,8.49,68,143,8.76,High,Yes,Moderate,1
TXN04538,U04538,28,Other,10.23,3.46,1.05,4.79,7.87,150,21,12.6,Low,Yes,Severe,1
TXN04539,U04539,29,Other,7.04,4.53,1.64,2.08,5.99,65,94,9.24,Low,Yes,Severe,1
TXN04540,U04540,21,Other,8.66,5.03,2.65,2.69,6.46,180,48,11.46,Low,No,Moderate,1
TXN04541,U04541,32,Male,4.34,4.81,3.1,4.35,7.74,153,180,5.93,Low,No,Moderate,1
TXN04542,U04542,27,Other,9.79,2.02,0.92,2.92,6.12,247,26,11.66,High,Yes,Moderate,1
TXN04543,U04543,28,Female,6.5,5.21,2.01,5.76,7.01,91,15,9.33,Low,No,Moderate,1
TXN04544,U04544,22,Other,8.93,3.54,3.63,5.5,7.28,95,42,11.14,High,No,Severe,1
TXN04545,U04545,19,Male,5.38,3.01,0.33,1.79,6.71,175,57,6.88,High,Yes,Mild,0
TXN04546,U04546,35,Other,9.93,5.25,1.0,3.35,4.55,194,19,10.46,High,Yes,Severe,1
TXN04547,U04547,18,Male,6.79,3.15,3.17,1.26,5.71,100,176,8.07,Low,Yes,Mild,0
TXN04548,U04548,23,Male,4.09,3.33,0.41,3.93,5.42,101,152,6.64,Low,Yes,None,0
TXN04549,U04549,33,Other,4.29,2.18,0.55,0.89,7.96,120,29,6.08,High,Yes,Mild,0
TXN04550,U04550,26,Female,7.88,4.18,3.96,1.4,7.59,69,47,8.82,High,No,Severe,1
TXN04551,U04551,21,Female,8.42,3.62,0.32,3.3,4.92,150,117,9.41,Low,Yes,Moderate,1
TXN04552,U04552,28,Male,9.44,4.25,0.71,4.79,6.05,111,92,10.58,Low,Yes,Severe,1
TXN04553,U04553,19,Other,10.86,5.95,3.63,5.55,7.37,146,82,13.29,Low,Yes,Severe,1
TXN04554,U04554,32,Male,4.81,1.7,1.01,5.23,6.14,33,149,5.84,Medium,No,None,0
TXN04555,U04555,19,Male,9.77,5.39,3.96,2.7,4.52,185,155,10.89,High,No,Severe,1
TXN04556,U04556,31,Male,9.72,2.6,3.04,5.75,6.1,152,128,12.48,Low,No,Severe,1
TXN04557,U04557,25,Female,5.09,5.98,2.01,3.24,8.87,29,62,6.21,High,No,Moderate,1
TXN04558,U04558,31,Other,8.35,2.09,3.33,2.59,4.97,176,58,10.01,High,Yes,Moderate,1
TXN04559,U04559,19,Female,7.15,3.98,0.62,3.48,8.46,224,172,8.53,Low,No,Mild,0
TXN04560,U04560,28,Male,6.84,5.29,2.87,5.44,6.51,33,35,8.53,High,Yes,Moderate,1
TXN04561,U04561,32,Other,5.89,2.32,2.77,3.0,8.43,142,78,7.31,Low,No,Mild,0
TXN04562,U04562,27,Other,10.8,1.93,2.42,3.83,6.79,30,140,13.67,High,No,Severe,1
TXN04563,U04563,33,Other,7.67,5.14,2.85,0.79,4.58,62,88,10.63,High,Yes,Moderate,1
TXN04564,U04564,18,Male,11.8,0.55,0.86,2.16,8.54,142,45,14.25,High,No,Moderate,1
TXN04565,U04565,24,Other,3.49,5.12,2.04,5.21,4.54,212,109,4.66,Low,Yes,Severe,1
TXN04566,U04566,25,Other,3.98,5.62,2.28,4.88,4.63,218,84,5.86,High,Yes,Severe,1
TXN04567,U04567,29,Other,8.09,5.94,1.85,1.26,5.3,169,49,10.78,Medium,Yes,Moderate,1
TXN04568,U04568,25,Female,10.94,4.35,2.3,3.47,5.45,167,39,13.01,Medium,Yes,Moderate,1
TXN04569,U04569,31,Other,10.47,3.59,3.64,5.49,7.96,158,31,13.1,High,Yes,Severe,1
TXN04570,U04570,30,Other,7.32,3.07,1.52,3.87,6.92,124,80,8.5,Medium,Yes,Mild,0
TXN04571,U04571,29,Other,3.74,1.08,1.05,1.42,8.0,64,97,5.08,Medium,Yes,None,0
TXN04572,U04572,21,Female,11.93,4.61,2.1,1.25,6.76,64,72,12.47,Low,No,Moderate,1
TXN04573,U04573,29,Female,4.42,4.28,3.37,1.42,8.0,206,52,5.52,Low,No,Moderate,1
TXN04574,U04574,20,Female,9.55,2.61,3.45,3.48,6.38,132,108,12.04,Medium,Yes,Severe,1
TXN04575,U04575,32,Female,3.99,3.65,2.8,2.74,6.09,199,92,6.87,High,No,Mild,0
TXN04576,U04576,19,Other,8.52,4.86,0.93,4.3,6.9,131,175,10.51,Medium,Yes,Severe,1
TXN04577,U04577,27,Male,9.81,2.7,0.63,1.19,4.92,147,137,12.19,Medium,Yes,Severe,1
TXN04578,U04578,18,Other,11.23,5.94,3.64,0.97,4.56,28,138,13.85,Medium,Yes,Moderate,1
TXN04579,U04579,23,Male,9.59,1.62,2.56,0.89,6.93,193,27,10.61,Low,Yes,Severe,1
TXN04580,U04580,34,Other,3.8,1.59,2.5,1.33,6.64,243,81,5.92,Medium,No,Mild,0
TXN04581,U04581,27,Other,9.92,5.52,3.79,2.94,8.61,201,168,12.51,Medium,No,Severe,1
TXN04582,U04582,32,Male,11.3,0.92,1.25,2.74,6.26,119,130,13.22,High,No,Moderate,1
TXN04583,U04583,30,Other,4.09,3.1,2.44,3.43,5.24,135,111,4.8,High,Yes,Mild,0
TXN04584,U04584,24,Male,11.21,3.5,2.07,4.74,7.04,173,32,12.15,Low,Yes,Moderate,1
TXN04585,U04585,30,Male,4.96,4.89,3.86,4.83,5.0,131,137,5.65,Low,No,Moderate,1
TXN04586,U04586,28,Other,9.8,4.55,2.43,1.56,6.39,224,144,12.46,Medium,Yes,Severe,1
TXN04587,U04587,23,Male,10.18,1.51,3.65,1.9,7.76,45,57,11.57,High,Yes,Moderate,1
TXN04588,U04588,26,Female,5.21,0.76,3.92,3.47,6.75,186,45,6.09,Medium,No,Mild,0
TXN04589,U04589,32,Male,7.62,0.64,3.89,3.2,7.19,88,27,9.66,Low,No,Moderate,1
TXN04590,U04590,24,Other,7.38,5.38,2.73,5.7,5.66,48,92,9.72,Low,No,Severe,1
TXN04591,U04591,21,Male,8.01,4.97,0.27,1.34,6.79,89,174,10.38,Medium,Yes,Severe,1
TXN04592,U04592,26,Male,3.35,5.65,2.16,4.65,6.06,226,163,5.97,High,No,Moderate,1
TXN04593,U04593,19,Other,10.52,2.5,0.7,2.99,8.16,175,173,12.2,Low,No,Severe,1
TXN04594,U04594,28,Female,3.43,5.5,1.35,1.87,7.73,50,55,6.15,Low,No,Moderate,1
TXN04595,U04595,26,Female,10.92,4.23,2.28,2.51,5.92,23,78,13.12,Medium,No,Moderate,1
TXN04596,U04596,26,Female,10.03,3.08,1.76,1.81,6.19,190,139,11.83,High,Yes,Severe,1
TXN04597,U04597,20,Male,6.66,3.49,1.6,1.5,7.9,179,91,7.19,High,Yes,Moderate,1
TXN04598,U04598,32,Female,9.48,1.43,3.85,1.11,6.26,156,18,10.52,Low,No,Severe,1
TXN04599,U04599,26,Male,3.23,4.45,2.38,5.52,7.25,117,100,3.78,Medium,No,Severe,1
TXN04600,U04600,26,Male,8.14,4.94,2.15,5.1,7.71,28,49,8.98,High,Yes,Severe,1
TXN04601,U04601,20,Other,8.97,4.75,3.51,5.96,7.36,68,121,11.02,High,Yes,Severe,1
TXN04602,U04602,26,Other,6.52,0.68,0.02,5.7,8.31,78,101,8.7,Low,No,Moderate,1
TXN04603,U04603,24,Female,3.72,1.38,3.72,0.86,8.86,158,82,5.04,Low,Yes,Mild,0
TXN04604,U04604,30,Female,3.94,1.49,1.34,3.4,7.7,174,139,5.34,Medium,No,None,0
TXN04605,U04605,33,Other,11.95,5.63,3.36,2.84,6.39,182,26,14.01,Medium,Yes,Moderate,1
TXN04606,U04606,35,Other,11.62,5.43,2.21,2.07,5.86,141,64,14.1,Low,No,Severe,1
TXN04607,U04607,28,Other,5.64,3.04,3.58,5.58,6.58,121,25,7.44,High,No,Mild,0
TXN04608,U04608,34,Male,9.03,2.22,3.17,5.24,5.78,204,74,11.85,Medium,No,Severe,1
TXN04609,U04609,20,Female,9.53,2.27,1.46,3.1,4.73,41,179,10.89,Medium,Yes,Severe,1
TXN04610,U04610,35,Male,3.73,0.81,1.47,2.98,8.13,58,21,4.34,Medium,No,Mild,0
TXN04611,U04611,21,Male,6.8,4.69,1.11,4.42,6.34,122,117,8.89,High,Yes,Moderate,1
TXN04612,U04612,33,Other,6.01,4.32,2.15,3.33,5.41,225,72,7.08,Low,No,Moderate,1
TXN04613,U04613,22,Female,6.22,2.07,1.3,3.68,5.24,225,176,7.15,Low,No,Moderate,1
TXN04614,U04614,28,Male,4.87,3.25,1.79,4.34,4.89,165,20,5.42,High,Yes,None,0
TXN04615,U04615,18,Female,4.85,1.42,1.67,2.75,4.91,163,18,6.62,High,No,Mild,0
TXN04616,U04616,20,Female,6.52,5.86,3.81,4.32,8.0,108,15,7.39,High,No,Moderate,1
TXN04617,U04617,19,Male,9.82,1.35,3.25,3.66,6.13,71,109,10.83,Medium,Yes,Severe,1
TXN04618,U04618,32,Female,10.78,4.6,3.63,2.57,5.8,175,63,11.81,Low,Yes,Moderate,1
TXN04619,U04619,19,Other,4.04,3.04,3.67,2.12,6.28,158,71,5.28,High,No,Mild,0
TXN04620,U04620,21,Other,7.39,2.28,1.82,4.67,8.63,44,48,10.29,Low,Yes,Moderate,1
TXN04621,U04621,25,Female,5.45,3.24,0.69,5.1,5.79,183,22,8.05,High,Yes,Mild,0
TXN04622,U04622,21,Other,5.68,2.59,2.24,4.55,7.63,155,162,7.58,Low,No,None,0
TXN04623,U04623,22,Other,7.01,2.66,0.64,3.39,7.63,235,120,8.05,Medium,No,Moderate,1
TXN04624,U04624,18,Male,3.61,0.87,2.4,4.91,8.14,87,166,5.9,Medium,Yes,Mild,0
TXN04625,U04625,28,Female,8.19,1.8,0.03,4.76,6.24,89,160,10.52,Low,No,Severe,1
TXN04626,U04626,29,Male,9.1,3.73,0.4,2.22,7.97,38,16,9.94,High,Yes,Severe,1
TXN04627,U04627,32,Female,3.66,5.11,2.54,0.62,5.8,53,32,4.51,Low,Yes,Moderate,1
TXN04628,U04628,31,Female,7.87,3.85,1.41,0.94,8.54,154,87,9.75,Medium,No,Mild,0
TXN04629,U04629,28,Female,9.37,5.68,2.07,4.97,5.32,178,29,12.25,High,No,Severe,1
TXN04630,U04630,21,Female,7.14,0.6,3.85,2.61,5.47,207,51,9.19,High,No,Mild,0
TXN04631,U04631,18,Male,10.5,1.88,2.07,3.21,7.72,105,149,13.41,High,Yes,Severe,1
TXN04632,U04632,32,Male,10.89,4.0,0.22,3.06,4.6,98,148,11.88,Low,No,Severe,1
TXN04633,U04633,32,Male,10.88,5.33,1.45,1.67,5.21,235,93,11.92,Low,Yes,Severe,1
TXN04634,U04634,22,Female,6.04,2.84,3.14,2.17,5.45,80,50,8.78,Low,Yes,Mild,0
TXN04635,U04635,31,Other,5.31,3.16,3.71,5.72,5.62,34,169,8.25,High,No,None,0
TXN04636,U04636,28,Male,9.26,0.84,2.34,1.08,4.7,250,45,11.49,Low,No,Severe,1
TXN04637,U04637,24,Male,3.32,4.7,2.34,0.79,7.11,249,76,5.87,Low,No,Moderate,1
TXN04638,U04638,34,Female,11.31,5.32,1.62,2.1,6.87,115,98,13.11,Medium,Yes,Moderate,1
TXN04639,U04639,23,Female,10.65,2.92,2.09,3.07,6.15,131,90,11.93,Low,Yes,Severe,1
TXN04640,U04640,28,Male,3.21,3.82,0.59,2.48,7.69,231,127,4.49,Medium,Yes,None,0
TXN04641,U04641,20,Other,6.82,0.82,3.84,2.45,5.36,222,41,9.76,High,No,Mild,0
TXN04642,U04642,27,Female,4.63,0.62,3.66,1.72,5.93,245,142,6.25,Low,Yes,None,0
TXN04643,U04643,19,Male,5.61,1.85,1.53,5.81,6.19,213,73,8.6,Medium,No,Mild,0
TXN04644,U04644,24,Other,9.58,1.6,1.19,3.16,6.61,130,70,10.24,High,No,Severe,1
TXN04645,U04645,29,Other,7.58,3.0,3.22,5.95,5.85,227,176,10.07,High,Yes,Moderate,1
TXN04646,U04646,35,Other,8.13,1.71,0.11,1.85,6.71,150,97,11.13,Low,No,Severe,1
TXN04647,U04647,22,Female,11.5,3.38,2.84,2.75,6.6,49,174,12.05,Medium,Yes,Severe,1
TXN04648,U04648,20,Other,3.89,4.44,3.79,2.44,8.11,31,141,6.72,High,Yes,Severe,1
TXN04649,U04649,30,Male,10.97,0.98,2.22,3.84,4.79,38,143,12.57,Low,No,Moderate,1
TXN04650,U04650,23,Other,10.94,3.29,2.57,2.46,6.33,185,81,11.91,Medium,Yes,Severe,1
TXN04651,U04651,20,Other,10.0,2.72,3.07,3.15,7.25,107,83,11.12,Low,No,Moderate,1
TXN04652,U04652,20,Male,8.44,5.37,2.84,0.96,7.8,197,48,10.61,Low,No,Moderate,1
TXN04653,U04653,33,Other,10.04,1.19,3.8,2.51,8.24,50,61,11.14,Low,Yes,Severe,1
TXN04654,U04654,19,Female,5.92,4.42,3.82,1.62,8.87,40,128,6.76,Low,Yes,Severe,1
TXN04655,U04655,24,Other,9.94,0.87,0.28,4.31,7.93,206,131,12.62,High,Yes,Severe,1
TXN04656,U04656,24,Female,6.15,4.25,1.2,2.12,7.29,47,155,6.92,Low,Yes,Severe,1
TXN04657,U04657,32,Other,3.03,5.62,2.32,1.56,8.2,80,106,5.16,Low,No,Severe,1
TXN04658,U04658,18,Female,7.05,5.2,1.02,5.37,4.99,162,113,9.28,High,No,Moderate,1
TXN04659,U04659,35,Male,9.21,1.54,1.18,2.33,8.71,79,172,10.41,High,Yes,Severe,1
TXN04660,U04660,18,Male,10.37,2.92,2.13,1.88,8.48,190,147,11.56,High,No,Moderate,1
TXN04661,U04661,22,Female,4.45,4.46,3.92,4.27,5.08,161,28,6.01,Medium,No,Moderate,1
TXN04662,U04662,23,Female,7.04,1.56,2.91,5.0,5.64,89,104,9.76,Low,Yes,Moderate,1
TXN04663,U04663,33,Male,5.67,1.29,2.93,0.54,7.91,162,64,6.21,Low,No,Mild,0
TXN04664,U04664,33,Male,3.93,4.26,2.08,1.42,6.5,206,103,6.92,Low,Yes,Severe,1
TXN04665,U04665,28,Male,4.9,1.92,3.41,1.19,5.9,153,122,6.7,High,Yes,None,0
TXN04666,U04666,28,Male,10.64,5.28,0.88,0.64,8.81,66,129,13.48,Medium,No,Moderate,1
TXN04667,U04667,25,Male,7.66,3.21,0.44,5.6,8.49,106,150,10.36,High,No,Moderate,1
TXN04668,U04668,23,Male,4.64,0.95,2.73,3.95,5.22,205,26,5.22,Medium,Yes,None,0
TXN04669,U04669,26,Female,4.2,5.61,0.19,1.74,8.22,142,178,5.23,Medium,No,Moderate,1
TXN04670,U04670,19,Female,10.14,1.19,1.26,4.5,5.58,70,118,11.58,High,No,Moderate,1
TXN04671,U04671,28,Other,7.57,4.52,3.68,3.89,7.23,142,153,9.81,Medium,Yes,Moderate,1
TXN04672,U04672,27,Other,5.64,2.23,1.28,4.33,7.18,147,142,6.61,Medium,No,None,0
TXN04673,U04673,24,Other,3.8,4.06,2.1,2.67,6.29,127,117,4.87,Medium,Yes,Moderate,1
TXN04674,U04674,20,Male,3.88,1.93,0.45,3.31,5.83,223,133,5.52,Medium,No,None,0
TXN04675,U04675,26,Other,10.95,5.69,1.71,4.04,8.94,121,105,11.69,Low,No,Severe,1
TXN04676,U04676,26,Other,11.79,5.4,1.83,4.92,6.07,71,146,12.91,Medium,No,Moderate,1
TXN04677,U04677,24,Other,4.99,4.17,1.3,5.15,4.99,197,151,5.87,High,Yes,Moderate,1
TXN04678,U04678,27,Female,7.38,0.7,2.27,2.96,8.91,229,108,9.55,Medium,Yes,Mild,0
TXN04679,U04679,35,Female,9.15,1.77,3.69,1.92,5.91,144,163,11.76,High,Yes,Moderate,1
TXN04680,U04680,23,Other,10.63,1.06,1.15,3.77,8.67,74,101,12.73,High,Yes,Moderate,1
TXN04681,U04681,25,Other,3.76,4.53,2.81,4.29,6.82,134,82,6.47,Medium,No,Severe,1
TXN04682,U04682,32,Other,4.79,0.52,0.25,0.98,4.94,177,79,5.92,Low,Yes,Mild,0
TXN04683,U04683,33,Male,11.48,4.18,2.02,4.69,7.59,202,44,12.84,High,No,Severe,1
TXN04684,U04684,29,Male,9.76,0.92,0.26,4.93,7.93,169,91,12.05,High,No,Moderate,1
TXN04685,U04685,33,Other,5.6,2.65,1.25,1.28,6.5,27,90,6.99,Low,Yes,Mild,0
TXN04686,U04686,24,Male,8.85,0.66,0.46,4.59,6.06,194,85,9.91,Low,Yes,Moderate,1
TXN04687,U04687,27,Male,8.81,3.7,0.72,2.71,8.25,50,53,10.67,Medium,No,Severe,1
TXN04688,U04688,30,Other,9.97,1.75,2.61,0.79,4.82,161,126,11.56,Low,No,Moderate,1
TXN04689,U04689,29,Female,10.43,2.97,0.07,1.67,5.75,31,114,11.61,High,Yes,Moderate,1
TXN04690,U04690,34,Male,5.52,3.43,3.64,2.69,7.3,40,152,7.82,Medium,No,Mild,0
TXN04691,U04691,23,Female,3.72,1.81,2.28,0.69,7.21,184,67,6.11,Low,No,None,0
TXN04692,U04692,22,Other,5.03,1.27,1.08,5.8,5.44,42,43,6.14,High,No,None,0
TXN04693,U04693,28,Other,7.22,5.42,1.73,5.11,6.78,147,110,10.01,High,No,Moderate,1
TXN04694,U04694,19,Other,8.12,1.9,0.47,2.56,7.24,151,77,11.08,High,No,Severe,1
TXN04695,U04695,19,Female,4.1,4.93,2.01,3.55,7.92,136,127,5.92,Medium,Yes,Moderate,1
TXN04696,U04696,32,Other,9.9,4.89,2.45,0.73,7.39,39,171,11.83,Low,Yes,Severe,1
TXN04697,U04697,18,Other,5.23,3.48,3.71,4.57,8.93,181,110,7.53,High,No,None,0
TXN04698,U04698,24,Other,10.79,3.44,1.8,3.38,7.54,135,35,12.46,High,No,Severe,1
TXN04699,U04699,35,Female,3.19,2.07,1.61,1.14,5.16,84,120,4.53,Medium,No,Mild,0
TXN04700,U04700,30,Male,4.99,2.62,3.01,2.65,8.89,161,44,6.01,High,Yes,None,0
TXN04701,U04701,24,Female,10.75,5.48,3.87,1.51,4.75,145,167,13.12,High,Yes,Moderate,1
TXN04702,U04702,35,Other,7.01,5.66,2.95,3.24,4.71,213,38,7.95,Low,No,Severe,1
TXN04703,U04703,24,Male,9.66,3.96,2.83,2.41,4.53,65,168,10.48,High,Yes,Moderate,1
TXN04704,U04704,20,Other,5.11,2.94,2.98,2.27,6.63,88,16,7.27,Medium,Yes,Mild,0
TXN04705,U04705,27,Other,8.42,0.93,3.87,5.9,7.22,157,49,9.41,Medium,No,Severe,1
TXN04706,U04706,25,Male,7.91,1.31,1.73,1.73,5.57,23,19,10.2,Low,Yes,Mild,0
TXN04707,U04707,31,Other,9.75,4.61,3.33,1.59,7.66,37,91,12.05,Low,No,Severe,1
TXN04708,U04708,31,Male,3.69,2.09,1.46,5.46,4.89,191,96,5.53,High,Yes,None,0
TXN04709,U04709,30,Other,9.3,3.85,1.15,5.44,8.09,248,163,10.26,Low,Yes,Severe,1
TXN04710,U04710,34,Other,8.21,5.51,1.37,4.22,8.95,73,179,10.33,Low,Yes,Moderate,1
TXN04711,U04711,35,Other,8.39,3.35,0.3,0.54,5.21,57,51,10.52,High,No,Severe,1
TXN04712,U04712,32,Female,7.67,4.91,0.36,5.4,5.89,51,16,9.44,High,Yes,Severe,1
TXN04713,U04713,26,Other,4.36,1.86,1.17,1.97,7.91,43,141,6.11,High,No,Mild,0
TXN04714,U04714,33,Male,3.39,1.68,0.52,4.19,5.35,34,169,4.05,Medium,Yes,None,0
TXN04715,U04715,27,Male,8.77,4.56,1.78,3.68,8.15,81,94,11.52,Low,Yes,Severe,1
TXN04716,U04716,29,Male,3.41,3.84,1.56,1.09,8.63,215,55,4.97,High,No,Mild,0
TXN04717,U04717,35,Other,7.22,4.81,3.15,5.09,8.64,176,121,7.94,Medium,No,Severe,1
TXN04718,U04718,23,Male,8.07,2.79,2.9,0.61,5.27,170,141,9.49,High,Yes,Moderate,1
TXN04719,U04719,27,Male,3.57,4.47,2.11,5.71,6.05,171,177,4.52,Low,No,Severe,1
TXN04720,U04720,21,Female,7.31,3.57,3.38,2.29,5.03,247,53,10.04,High,Yes,Mild,0
TXN04721,U04721,31,Female,11.47,5.03,1.1,3.6,6.18,31,144,12.72,High,No,Moderate,1
TXN04722,U04722,18,Male,11.23,1.19,0.2,2.06,5.45,25,149,13.8,High,No,Severe,1
TXN04723,U04723,30,Other,5.02,1.41,2.99,5.3,5.83,79,74,7.22,Medium,Yes,None,0
TXN04724,U04724,20,Female,3.54,3.14,1.91,0.65,5.57,74,96,5.4,Low,No,None,0
TXN04725,U04725,23,Other,7.22,4.18,2.97,5.08,6.17,249,28,9.95,High,Yes,Moderate,1
TXN04726,U04726,30,Female,10.68,1.95,1.52,2.21,6.04,91,71,13.2,Medium,Yes,Moderate,1
TXN04727,U04727,29,Male,8.98,2.99,1.15,2.81,5.83,79,65,11.95,Low,No,Moderate,1
TXN04728,U04728,19,Male,9.0,5.13,2.81,3.51,4.87,50,107,11.16,Medium,Yes,Severe,1
TXN04729,U04729,31,Male,4.13,1.34,3.8,3.44,4.65,211,167,6.64,Medium,Yes,Mild,0
TXN04730,U04730,32,Female,11.41,1.81,0.27,4.98,8.26,243,67,13.65,Medium,No,Severe,1
TXN04731,U04731,35,Other,6.07,4.12,3.42,5.4,4.54,156,19,7.51,High,No,Severe,1
TXN04732,U04732,22,Other,7.05,2.53,0.85,1.51,8.0,91,116,8.36,High,Yes,Moderate,1
TXN04733,U04733,21,Male,5.3,1.12,0.67,1.13,5.69,206,131,7.27,High,Yes,Mild,0
TXN04734,U04734,18,Female,7.05,2.95,0.3,4.28,6.4,35,40,9.39,High,Yes,Mild,0
TXN04735,U04735,25,Male,5.78,3.84,2.26,1.62,4.93,112,71,7.91,Low,No,Mild,0
TXN04736,U04736,21,Other,7.45,2.3,3.27,5.65,6.96,45,62,10.29,Low,No,Mild,0
TXN04737,U04737,19,Male,3.3,2.22,0.79,5.12,6.0,158,36,5.13,Medium,Yes,None,0
TXN04738,U04738,22,Male,8.05,5.74,1.07,5.87,6.89,145,110,11.0,Medium,No,Moderate,1
TXN04739,U04739,29,Other,3.73,3.59,2.69,4.39,5.22,131,94,4.68,High,No,None,0
TXN04740,U04740,34,Other,5.67,2.63,0.93,5.4,5.75,93,140,7.34,High,Yes,Mild,0
TXN04741,U04741,31,Other,8.51,5.12,2.97,1.59,7.52,229,53,9.02,Medium,Yes,Severe,1
TXN04742,U04742,32,Female,3.05,1.88,1.42,4.44,7.82,79,17,4.27,Medium,No,None,0
TXN04743,U04743,35,Other,11.26,5.06,2.76,3.34,5.82,76,76,13.44,Low,Yes,Severe,1
TXN04744,U04744,18,Other,4.29,0.62,3.92,0.78,4.98,195,16,5.35,Low,Yes,None,0
TXN04745,U04745,27,Other,3.11,2.39,3.9,3.08,8.07,63,33,5.74,Low,No,Mild,0
TXN04746,U04746,27,Male,5.11,0.83,0.85,5.6,8.69,182,137,8.04,Medium,Yes,None,0
TXN04747,U04747,35,Male,4.31,3.99,2.23,5.58,4.86,137,36,6.26,Medium,Yes,Mild,0
TXN04748,U04748,22,Other,11.19,1.17,1.52,2.42,5.82,156,93,12.78,High,No,Moderate,1
TXN04749,U04749,35,Other,7.0,0.79,3.83,1.42,6.86,215,54,9.38,Medium,Yes,Moderate,1
TXN04750,U04750,26,Female,5.15,5.35,1.91,4.32,4.63,117,105,6.51,Medium,Yes,Severe,1
TXN04751,U04751,35,Other,11.34,1.41,2.88,1.86,4.63,45,144,12.73,Medium,Yes,Severe,1
TXN04752,U04752,20,Female,5.28,4.13,2.09,1.47,5.51,182,83,8.04,Low,No,Severe,1
TXN04753,U04753,20,Female,7.81,5.7,2.57,5.46,8.41,204,66,10.38,Low,No,Moderate,1
TXN04754,U04754,22,Male,10.95,4.47,3.88,1.02,5.47,86,127,11.92,High,Yes,Severe,1
TXN04755,U04755,23,Other,10.76,2.27,1.39,5.02,7.6,68,89,12.84,Low,No,Moderate,1
TXN04756,U04756,29,Female,7.17,3.0,0.44,3.57,7.86,84,159,8.01,High,Yes,Moderate,1
TXN04757,U04757,29,Female,4.23,3.99,2.81,4.01,4.98,20,146,6.62,Low,No,Mild,0
TXN04758,U04758,32,Female,5.48,2.76,3.43,3.7,7.89,58,110,6.02,Medium,Yes,None,0
TXN04759,U04759,25,Female,6.74,5.16,0.8,4.66,5.54,48,61,7.49,Medium,Yes,Moderate,1
TXN04760,U04760,19,Male,8.84,0.82,3.95,3.42,8.13,85,58,11.27,High,No,Moderate,1
TXN04761,U04761,25,Female,3.6,1.47,1.44,2.26,8.99,92,137,4.76,Medium,Yes,Mild,0
TXN04762,U04762,33,Male,5.05,5.7,0.4,0.59,5.61,31,57,7.83,High,No,Severe,1
TXN04763,U04763,24,Male,9.88,4.27,0.81,5.5,7.26,244,115,11.08,High,Yes,Severe,1
TXN04764,U04764,28,Other,10.81,1.4,0.42,2.29,5.17,225,121,11.64,Medium,No,Moderate,1
TXN04765,U04765,35,Female,8.43,4.03,0.63,2.75,6.65,42,68,10.01,High,Yes,Severe,1
TXN04766,U04766,32,Female,4.97,4.86,0.48,4.55,6.56,217,129,7.94,High,No,Moderate,1
TXN04767,U04767,26,Other,7.38,4.55,0.1,2.04,5.52,77,128,9.71,Medium,No,Moderate,1
TXN04768,U04768,31,Female,4.24,2.69,3.17,2.0,7.09,188,27,6.62,Low,Yes,None,0
